a	b	containment	matched_a	matched_b	units_a	units_b
mahabharata_05-udyogaparvan	vayupurana_02_pashupata-yoga_iast	0.00222	1	1	8791	450
naradapurana_khanda-1_u	vayupurana_02_pashupata-yoga_iast	0.00222	1	1	19022	450
sivapurana_rudrasamhita	vayupurana_02_pashupata-yoga_iast	0.00222	1	1	14705	450
skandamahapurana_kasikhanda	vayupurana_02_pashupata-yoga_iast	0.00222	1	1	18539	450
skandapurana_adhyaya-1-31_pu	vayupurana_02_pashupata-yoga_iast	0.00222	1	1	2282	450
vayupurana_02_pashupata-yoga_iast	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00222	1	1	450	1977
vayupurana_02_pashupata-yoga_iast	vayupurana_09_upasamhara_iast	0.00222	1	1	450	1296
vayupurana_02_pashupata-yoga_iast	vayupurana_revakhanda	0.00222	1	1	450	10332
mahabharata_12-santiparvan	skandamahapurana_revakhanda	0.00222	21	19	17549	9473
skandamahapurana_revakhanda	skandapurana	0.00222	21	21	9473	14008
kurmapurana_khanda-1_u	sivapurana_vidyesvarasamhita_au	0.00221	5	4	4907	2259
sivapurana_umasamhita	sivapurana_vidyesvarasamhita_au	0.00221	5	5	3946	2259
sivapurana_vidyesvarasamhita_au	vayupurana	0.00221	5	5	2259	15778
brahmandapurana_khanda-3_u	mahabharata_12-santiparvan	0.00220	14	14	6367	17549
brahmapurana_pu	vayupurana_10_gaya-mahatmya_iast	0.00220	2	2	20147	910
lingapurana_khanda-1_u	vayupurana_10_gaya-mahatmya_iast	0.00220	2	2	9897	910
matsyapurana_adhyaya-1-176_pu	vayupurana_10_gaya-mahatmya_iast	0.00220	2	2	12151	910
naradapurana_khanda-1_u	vayupurana_10_gaya-mahatmya_iast	0.00220	2	2	19022	910
vayupurana_09_upasamhara_iast	vayupurana_10_gaya-mahatmya_iast	0.00220	2	2	1296	910
mahabharata_12-santiparvan	skandapurana_adhyaya-1-31_pu	0.00219	5	4	17549	2282
mahabharata_14-asvamedhikaparvan	skandapurana_adhyaya-1-31_pu	0.00219	5	4	3764	2282
matsyapurana_adhyaya-1-176_pu	skandapurana_adhyaya-1-31_pu	0.00219	5	4	12151	2282
skandapurana_adhyaya-1-31_pu	vayupurana_revakhanda	0.00219	5	5	2282	10332
mahabharata_12-santiparvan	ramayana_02-ayodhyakanda_a	0.00219	10	10	17549	4574
mahabharata_01-adiparvan	ramayana_01-balakanda	0.00218	6	5	10506	2746
mahabharata_05-udyogaparvan	ramayana_01-balakanda	0.00218	6	6	8791	2746
devibhagavatapurana	skandamahapurana_himavatkhanda	0.00218	7	7	28831	3209
bhagavatapurana_skandha-09_u	mahabharata_05-udyogaparvan	0.00218	2	3	1376	8791
bhagavatapurana_skandha-09_u	mahabharata_13-anusasanaparvan	0.00218	3	3	1376	9240
bhagavatapurana_skandha-09_u	sivapurana_sanatkumarasamhita	0.00218	1	3	1376	4856
bhagavatapurana_skandha-03_u	vayupurana_01_frame-and-cosmogony_iast	0.00217	3	3	1983	1381
mahabharata_03-aranyakaparvan	vayupurana_01_frame-and-cosmogony_iast	0.00217	3	3	14972	1381
mahabharata_09-salyaparvan	vayupurana_01_frame-and-cosmogony_iast	0.00217	3	2	4933	1381
skandamahapurana_himavatkhanda	vayupurana_01_frame-and-cosmogony_iast	0.00217	3	3	3209	1381
skandamahapurana_revakhanda	vayupurana_01_frame-and-cosmogony_iast	0.00217	3	3	9473	1381
vayupurana_01_frame-and-cosmogony_iast	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00217	3	3	1381	2789
saurapurana	skandapurana	0.00217	9	11	5067	14008
mahabharata_04-virataparvan	mahabharata_12-santiparvan	0.00217	5	6	2768	17549
skandamahapurana_kasikhanda	visnupurana_u	0.00217	16	16	18539	7383
skandamahapurana_revakhanda	visnupurana_u	0.00217	16	12	9473	7383
naradapurana_khanda-1_u	skandamahapurana_kasikhanda	0.00216	39	40	19022	18539
lingapurana_khanda-1_u	visnudharma_pu	0.00214	13	10	9897	6061
brahmandapurana_khanda-2_u	naradapurana_khanda-1_u	0.00213	17	18	8444	19022
devibhagavatapurana	lingapurana_khanda-1_u	0.00212	21	20	28831	9897
matsyapurana_adhyaya-1-176_pu	ramayana_07-uttarakanda	0.00212	8	8	12151	3777
ramayana_07-uttarakanda	vayu_ba	0.00212	6	8	3777	9763
ramayana_07-uttarakanda	vayupurana	0.00212	6	8	3777	15778
brahmandapurana_khanda-1_u	vayupurana_07_shraddha-kalpa_iast	0.00211	3	3	5558	1424
kurmapurana_khanda-1_u	vayupurana_07_shraddha-kalpa_iast	0.00211	3	3	4907	1424
mahabharata_03-aranyakaparvan	vayupurana_07_shraddha-kalpa_iast	0.00211	3	3	14972	1424
vayupurana_07_shraddha-kalpa_iast	visnudharma_pu	0.00211	3	3	1424	6061
garudapurana_khanda-2_u	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00211	4	3	4002	1899
skandamahapurana_revakhanda	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00211	4	4	9473	1899
vayupurana_03_kalpas-and-shiva-lineages_iast	vayupurana_revakhanda	0.00211	4	4	1899	10332
mahabharata_13-anusasanaparvan	ramayana_04-kiskindhakanda	0.00210	6	6	9240	2856
mahabharata_05-udyogaparvan	mahabharata_08-karnaparvan	0.00210	12	9	8791	5713
bhagavatapurana_skandha-11_u	bhavisyapurana	0.00209	3	4	1911	39479
bhagavatapurana_skandha-11_u	mahabharata_12-santiparvan	0.00209	4	4	1911	17549
bhagavatapurana_skandha-11_u	mahabharata_13-anusasanaparvan	0.00209	3	4	1911	9240
mahabharata_07-dronaparvan	sivapurana_sanatkumarasamhita	0.00206	10	10	11774	4856
sivapurana_sanatkumarasamhita	sivapurana_vayaviyasamhita_au	0.00206	10	7	4856	5811
agnipurana_u	devibhagavatapurana	0.00206	32	30	15548	28831
mahabharata_13-anusasanaparvan	skandapurana	0.00206	19	12	9240	14008
brahmandapurana_khanda-3_u	mahabharata_06-bhismaparvan	0.00204	12	13	6367	7923
matsyapurana_adhyaya-1-176_pu	sivapurana_satarudrasamhita_au	0.00204	3	2	12151	1470
sivapurana_satarudrasamhita_au	vayu_ba	0.00204	2	3	1470	9763
mahabharata_07-dronaparvan	mahabharata_12-santiparvan	0.00204	21	24	11774	17549
devipurana	kurmapurana_khanda-1_u	0.00204	10	10	6526	4907
mahabharata_12-santiparvan	vayupurana_revakhanda	0.00203	19	21	17549	10332
skandapurana	vayupurana_revakhanda	0.00203	21	17	14008	10332
naradapurana_khanda-1_u	sivapurana_umasamhita	0.00203	8	7	19022	3946
mahabharata_01-adiparvan	mahabharata_09-salyaparvan	0.00203	10	10	10506	4933
bhagavatapurana_skandha-04_u	bhagavatapurana_skandha-10_u	0.00203	4	4	1975	5997
bhagavatapurana_skandha-04_u	devibhagavatapurana	0.00203	4	4	1975	28831
bhagavatapurana_skandha-04_u	skandapurana	0.00203	2	4	1975	14008
mahabharata_07-dronaparvan	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00202	4	3	11774	1977
skandamahapurana_revakhanda	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00202	4	4	9473	1977
vayupurana_06_prthu-and-prajapati-lineages_iast	vayupurana_revakhanda	0.00202	3	4	1977	10332
lingapurana_khanda-1_u	naradapurana_khanda-1_u	0.00202	20	19	9897	19022
devibhagavatapurana	kurmapurana_khanda-2_u	0.00202	6	8	28831	3965
kurmapurana_khanda-2_u	markandeyapurana_adhyaya-1-93_u	0.00202	8	8	3965	6627
bhagavatapurana_skandha-03_u	matsyapurana_adhyaya-1-176_pu	0.00202	2	4	1983	12151
bhagavatapurana_skandha-10_u	visnupurana_u	0.00200	12	12	5997	7383
brahmandapurana_khanda-2_u	garudapurana_khanda-2_u	0.00200	8	6	8444	4002
brahmandapurana_khanda-1_u	naradapurana_khanda-1_u	0.00198	11	11	5558	19022
brahmandapurana_khanda-1_u	mahabharata_02-sabhaparvan	0.00197	7	5	5558	3548
mahabharata_02-sabhaparvan	mahabharata_13-anusasanaparvan	0.00197	7	7	3548	9240
brahmandapurana	sivapurana_rudrasamhita	0.00197	28	29	18962	14705
kurmapurana_khanda-2_u	vayupurana_05_jyotis-and-purvardha-close_iast	0.00196	4	3	3965	2037
naradapurana_khanda-1_u	vayupurana_05_jyotis-and-purvardha-close_iast	0.00196	4	4	19022	2037
saurapurana	vayupurana_05_jyotis-and-purvardha-close_iast	0.00196	4	4	5067	2037
sivapurana_rudrasamhita	vayupurana_05_jyotis-and-purvardha-close_iast	0.00196	4	4	14705	2037
vayupurana_05_jyotis-and-purvardha-close_iast	vayupurana_revakhanda	0.00196	3	4	2037	10332
agnipurana_u	bhagavatapurana_skandha-07_u	0.00195	2	2	15548	1024
bhagavatapurana_skandha-04_u	bhagavatapurana_skandha-07_u	0.00195	2	2	1975	1024
bhagavatapurana_skandha-06_u	bhagavatapurana_skandha-07_u	0.00195	2	2	1190	1024
bhagavatapurana_skandha-07_u	bhavisyapurana	0.00195	1	2	1024	39479
bhagavatapurana_skandha-07_u	mahabharata_06-bhismaparvan	0.00195	2	2	1024	7923
bhagavatapurana_skandha-07_u	naradapurana_khanda-1_u	0.00195	2	2	1024	19022
bhagavatapurana_skandha-07_u	visnupurana_u	0.00195	2	2	1024	7383
devipurana	naradapurana_khanda-2_u	0.00194	7	7	6526	3616
lingapurana_khanda-1_u	naradapurana_khanda-2_u	0.00194	7	7	9897	3616
mahabharata_05-udyogaparvan	matsyapurana_adhyaya-1-176_pu	0.00193	16	17	8791	12151
lingapurana_khanda-1_u	vayupurana_revakhanda	0.00192	18	19	9897	10332
devipurana	nilamatapurana_au	0.00190	4	4	6526	2100
nilamatapurana_au	sivapurana_dharmasamhita	0.00190	4	4	2100	7078
skandamahapurana_revakhanda	vayu_ba	0.00190	18	17	9473	9763
matsyapurana_adhyaya-1-176_pu	skandamahapurana_kasikhanda	0.00189	23	23	12151	18539
mahabharata_01-adiparvan	mahabharata_15-asramavasikaparvan	0.00188	3	3	10506	1594
mahabharata_02-sabhaparvan	mahabharata_15-asramavasikaparvan	0.00188	3	3	3548	1594
mahabharata_08-karnaparvan	mahabharata_15-asramavasikaparvan	0.00188	3	3	5713	1594
skandamahapurana_himavatkhanda	visnudharma_pu	0.00187	6	6	3209	6061
garudapurana_khanda-1_u	mahabharata_14-asvamedhikaparvan	0.00186	5	7	11277	3764
kurmapurana_khanda-1_u	mahabharata_14-asvamedhikaparvan	0.00186	6	7	4907	3764
mahabharata_14-asvamedhikaparvan	skandamahapurana_revakhanda	0.00186	7	7	3764	9473
brahmandapurana_khanda-2_u	sivapurana_sanatkumarasamhita	0.00185	5	9	8444	4856
nrsimhapurana_pu	sivapurana_sanatkumarasamhita	0.00185	8	9	5197	4856
mahabharata_01-adiparvan	ramayana_07-uttarakanda	0.00185	7	7	10506	3777
ramayana_07-uttarakanda	skandapurana	0.00185	7	7	3777	14008
brahmandapurana	ramayana_03-aranyakanda_a	0.00185	4	6	18962	3241
mahabharata_06-bhismaparvan	ramayana_06-yuddhakanda	0.00185	12	11	7923	6491
mahabharata_01-adiparvan	mahabharata_13-anusasanaparvan	0.00184	17	16	10506	9240
mahabharata_03-aranyakaparvan	vayupurana_revakhanda	0.00184	19	16	14972	10332
bhagavatapurana_skandha-10_u	devibhagavatapurana	0.00183	11	11	5997	28831
kalikapurana	kurmapurana_khanda-1_u	0.00183	9	9	12508	4907
kalikapurana	mahabharata_09-salyaparvan	0.00182	9	8	12508	4933
garudapurana_khanda-2_u	vayupurana_04_bhuvana-vinyasa_iast	0.00182	3	1	4002	1646
mahabharata_03-aranyakaparvan	vayupurana_04_bhuvana-vinyasa_iast	0.00182	3	2	14972	1646
mahabharata_13-anusasanaparvan	vayupurana_04_bhuvana-vinyasa_iast	0.00182	3	3	9240	1646
ramayana_06-yuddhakanda	vayupurana_04_bhuvana-vinyasa_iast	0.00182	2	3	6491	1646
sivapurana_vayaviyasamhita_au	vayupurana_04_bhuvana-vinyasa_iast	0.00182	2	3	5811	1646
skandamahapurana_revakhanda	vayupurana_04_bhuvana-vinyasa_iast	0.00182	2	3	9473	1646
matsyapurana_adhyaya-1-176_pu	ramayana_01-balakanda	0.00182	5	5	12151	2746
ramayana_01-balakanda	ramayana_05-sundarakanda	0.00182	4	5	2746	3659
ramayana_01-balakanda	skandamahapurana_revakhanda	0.00182	5	3	2746	9473
ramayana_01-balakanda	vayupurana_revakhanda	0.00182	5	5	2746	10332
mahabharata_07-dronaparvan	mahabharata_10-sauptikaparvan	0.00181	2	2	11774	1104
bhagavatapurana_skandha-02_u	bhagavatapurana_skandha-03_u	0.00181	1	1	553	1983
bhagavatapurana_skandha-02_u	bhagavatapurana_skandha-06_u	0.00181	1	1	553	1190
bhagavatapurana_skandha-02_u	bhagavatapurana_skandha-08_u	0.00181	1	1	553	1285
bhagavatapurana_skandha-02_u	bhagavatapurana_skandha-11_u	0.00181	1	1	553	1911
garudapurana_khanda-1_u	mahabharata_11-striparvan	0.00181	2	2	11277	1106
kurmapurana_khanda-1_u	mahabharata_11-striparvan	0.00181	2	2	4907	1106
mahabharata_04-virataparvan	skandapurana	0.00181	3	5	2768	14008
bhagavatapurana_skandha-01_u	garudapurana_khanda-2_u	0.00180	2	2	1113	4002
bhagavatapurana_skandha-01_u	markandeyapurana_adhyaya-1-93_u	0.00180	2	2	1113	6627
bhagavatapurana_skandha-01_u	naradapurana_khanda-2_u	0.00180	2	2	1113	3616
bhagavatapurana_skandha-01_u	sivapurana_dharmasamhita	0.00180	2	2	1113	7078
bhagavatapurana_skandha-01_u	vamanapurana_saromahatmya_u	0.00180	2	1	1113	1672
bhagavatapurana_skandha-01_u	vamanapurana_u	0.00180	2	2	1113	6598
bhagavatapurana_skandha-01_u	vayupurana	0.00180	2	2	1113	15778
bhagavatapurana_skandha-01_u	visnupurana_u	0.00180	2	2	1113	7383
mahabharata_02-sabhaparvan	vamanapurana_saromahatmya_u	0.00179	3	3	3548	1672
mahabharata_05-udyogaparvan	vamanapurana_saromahatmya_u	0.00179	3	3	8791	1672
nrsimhapurana_pu	vamanapurana_saromahatmya_u	0.00179	3	3	5197	1672
ramayana_01-balakanda	vamanapurana_saromahatmya_u	0.00179	3	3	2746	1672
vamanapurana_saromahatmya_u	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00179	3	3	1672	2789
mahabharata_02-sabhaparvan	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00179	5	5	3548	2789
agnipurana_u	skandamahapurana_sutasamhita_khanda-4	0.00178	4	4	15548	2245
mahabharata_03-aranyakaparvan	saurapurana	0.00178	8	9	14972	5067
devipurana	sivapurana_vidyesvarasamhita_au	0.00177	4	4	6526	2259
mahabharata_01-adiparvan	sivapurana_vidyesvarasamhita_au	0.00177	4	3	10506	2259
mahabharata_03-aranyakaparvan	sivapurana_vidyesvarasamhita_au	0.00177	4	4	14972	2259
sivapurana_vidyesvarasamhita_au	skandamahapurana_revakhanda	0.00177	4	4	2259	9473
sivapurana_vidyesvarasamhita_au	vayu_ba	0.00177	4	4	2259	9763
mahabharata_06-bhismaparvan	vayupurana_revakhanda	0.00177	11	14	7923	10332
devibhagavatapurana	skandapurana_adhyaya-1-31_pu	0.00175	4	3	28831	2282
markandeyapurana_adhyaya-1-93_u	skandapurana_adhyaya-1-31_pu	0.00175	4	4	6627	2282
saurapurana	skandapurana_adhyaya-1-31_pu	0.00175	4	3	5067	2282
sivapurana_dharmasamhita	skandapurana_adhyaya-1-31_pu	0.00175	4	4	7078	2282
ramayana_04-kiskindhakanda	vayupurana	0.00175	5	4	2856	15778
mahabharata_08-karnaparvan	sivapurana_rudrasamhita	0.00175	10	9	5713	14705
bhagavatapurana_skandha-10_u	garudapurana_khanda-2_u	0.00175	5	7	5997	4002
padmapurana_a	ramayana_02-ayodhyakanda_a	0.00175	8	8	69897	4574
mahabharata_03-aranyakaparvan	nrsimhapurana_pu	0.00173	9	8	14972	5197
devibhagavatapurana	mahabharata_13-anusasanaparvan	0.00173	13	16	28831	9240
devibhagavatapurana	mahabharata_12-santiparvan	0.00171	30	29	28831	17549
mahabharata_02-sabhaparvan	sivapurana_sanatkumarasamhita	0.00169	5	6	3548	4856
bhagavatapurana_skandha-06_u	mahabharata_07-dronaparvan	0.00168	2	1	1190	11774
bhagavatapurana_skandha-06_u	mahabharata_09-salyaparvan	0.00168	2	1	1190	4933
bhagavatapurana_skandha-06_u	mahabharata_14-asvamedhikaparvan	0.00168	2	1	1190	3764
bhagavatapurana_skandha-06_u	skandamahapurana_revakhanda	0.00168	2	1	1190	9473
bhagavatapurana_skandha-06_u	vayu_ba	0.00168	2	2	1190	9763
bhagavatapurana_skandha-06_u	vayupurana	0.00168	2	2	1190	15778
bhagavatapurana_skandha-06_u	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00168	2	2	1190	1977
bhagavatapurana_skandha-10_u	brahmapurana_pu	0.00167	10	10	5997	20147
naradapurana_khanda-1_u	vamanapurana_u	0.00167	11	9	19022	6598
markandeyapurana_adhyaya-1-93_u	vayupurana_revakhanda	0.00166	11	11	6627	10332
garudapurana_khanda-2_u	naradapurana_khanda-2_u	0.00166	5	6	4002	3616
naradapurana_khanda-2_u	saurapurana	0.00166	6	6	3616	5067
devipurana	visnudharma_pu	0.00165	8	10	6526	6061
mahabharata_05-udyogaparvan	visnudharma_pu	0.00165	9	10	8791	6061
garudapurana_khanda-1_u	sivapurana_sanatkumarasamhita	0.00165	8	8	11277	4856
sivapurana_rudrasamhita	sivapurana_sanatkumarasamhita	0.00165	6	8	14705	4856
mahabharata_06-bhismaparvan	mahabharata_13-anusasanaparvan	0.00164	12	13	7923	9240
padmapurana_a	ramayana_05-sundarakanda	0.00164	6	5	69897	3659
ramayana_05-sundarakanda	ramayana_07-uttarakanda	0.00164	6	5	3659	3777
garudapurana_khanda-1_u	pranavakalpa	0.00162	2	2	11277	1232
lingapurana_khanda-1_u	pranavakalpa	0.00162	2	2	9897	1232
brahmandapurana	mahabharata_09-salyaparvan	0.00162	7	8	18962	4933
mahabharata_09-salyaparvan	vayupurana	0.00162	8	7	4933	15778
brahmandapurana_khanda-1_u	mahabharata_03-aranyakaparvan	0.00162	9	9	5558	14972
brahmandapurana	skandamahapurana_kasikhanda	0.00162	30	30	18962	18539
garudapurana_khanda-1_u	mahabharata_01-adiparvan	0.00162	16	17	11277	10506
mahabharata_08-karnaparvan	mahabharata_14-asvamedhikaparvan	0.00159	5	6	5713	3764
mahabharata_14-asvamedhikaparvan	nrsimhapurana_pu	0.00159	6	6	3764	5197
mahabharata_14-asvamedhikaparvan	ramayana_07-uttarakanda	0.00159	6	6	3764	3777
mahabharata_14-asvamedhikaparvan	sivapurana_dharmasamhita	0.00159	4	6	3764	7078
brahmandapurana_khanda-2_u	ramayana_07-uttarakanda	0.00159	6	6	8444	3777
mahabharata_03-aranyakaparvan	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00158	3	3	14972	1899
mahabharata_14-asvamedhikaparvan	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00158	3	3	3764	1899
sivapurana_umasamhita	vayupurana_03_kalpas-and-shiva-lineages_iast	0.00158	3	3	3946	1899
kalikapurana	saurapurana	0.00158	8	8	12508	5067
mahabharata_12-santiparvan	saurapurana	0.00158	7	8	17549	5067
brahmandapurana_khanda-3_u	garudapurana_khanda-1_u	0.00157	9	10	6367	11277
brahmandapurana_khanda-3_u	markandeyapurana_adhyaya-1-93_u	0.00157	10	10	6367	6627
agnipurana_u	bhagavatapurana_skandha-11_u	0.00157	3	3	15548	1911
bhagavatapurana_skandha-11_u	naradapurana_khanda-1_u	0.00157	3	3	1911	19022
bhagavatapurana_skandha-11_u	sivapurana_dharmasamhita	0.00157	1	3	1911	7078
bhagavatapurana_skandha-11_u	vayupurana	0.00157	3	3	1911	15778
bhavisyapurana	sivapurana_rudrasamhita	0.00156	23	15	39479	14705
agnipurana_u	skandamahapurana_himavatkhanda	0.00156	5	5	15548	3209
brahmandapurana	skandamahapurana_himavatkhanda	0.00156	5	5	18962	3209
garudapurana_khanda-1_u	skandamahapurana_himavatkhanda	0.00156	5	5	11277	3209
lingapurana_khanda-1_u	skandamahapurana_himavatkhanda	0.00156	5	5	9897	3209
skandamahapurana_himavatkhanda	vayu_ba	0.00156	5	5	3209	9763
skandamahapurana_himavatkhanda	vayupurana	0.00156	5	5	3209	15778
bhagavatapurana_skandha-08_u	brahmandapurana_khanda-1_u	0.00156	2	2	1285	5558
bhagavatapurana_skandha-08_u	devibhagavatapurana	0.00156	2	2	1285	28831
bhagavatapurana_skandha-08_u	kurmapurana_khanda-1_u	0.00156	2	2	1285	4907
bhagavatapurana_skandha-08_u	markandeyapurana_adhyaya-1-93_u	0.00156	2	2	1285	6627
bhagavatapurana_skandha-08_u	saurapurana	0.00156	2	2	1285	5067
bhagavatapurana_skandha-08_u	skandamahapurana_kasikhanda	0.00156	2	2	1285	18539
bhagavatapurana_skandha-08_u	skandamahapurana_revakhanda	0.00156	2	2	1285	9473
bhagavatapurana_skandha-08_u	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00156	2	2	1285	1977
sivapurana_vayaviyasamhita_au	skandamahapurana_kasikhanda	0.00155	9	9	5811	18539
sivapurana_vayaviyasamhita_au	visnudharma_pu	0.00155	9	9	5811	6061
saurapurana	vayupurana_09_upasamhara_iast	0.00154	2	2	5067	1296
sivapurana_sanatkumarasamhita	vayupurana_09_upasamhara_iast	0.00154	2	2	4856	1296
vamanapurana_saromahatmya_u	vayupurana_09_upasamhara_iast	0.00154	2	2	1672	1296
vayupurana_07_shraddha-kalpa_iast	vayupurana_09_upasamhara_iast	0.00154	2	2	1424	1296
matsyapurana_adhyaya-1-176_pu	ramayana_03-aranyakanda_a	0.00154	3	5	12151	3241
ramayana_03-aranyakanda_a	sivapurana_sanatkumarasamhita	0.00154	5	3	3241	4856
brahmapurana_pu	ramayana_06-yuddhakanda	0.00154	10	9	20147	6491
devipurana	nrsimhapurana_pu	0.00154	8	8	6526	5197
devipurana	sivapurana_dharmasamhita	0.00153	10	5	6526	7078
devipurana	vayupurana_revakhanda	0.00153	10	8	6526	10332
devipurana	visnupurana_u	0.00153	10	10	6526	7383
mahabharata_07-dronaparvan	matsyapurana_adhyaya-1-176_pu	0.00153	18	14	11774	12151
mahabharata_07-dronaparvan	padmapurana_a	0.00153	18	18	11774	69897
mahabharata_01-adiparvan	mahabharata_07-dronaparvan	0.00152	16	16	10506	11774
agnipurana_u	kalikapurana	0.00152	17	19	15548	12508
kalikapurana	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00152	2	3	12508	1977
mahabharata_06-bhismaparvan	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00152	3	3	7923	1977
ramayana_07-uttarakanda	vayupurana_06_prthu-and-prajapati-lineages_iast	0.00152	3	3	3777	1977
mahabharata_13-anusasanaparvan	skandamahapurana_kasikhanda	0.00152	14	13	9240	18539
kalikapurana	kurmapurana_khanda-2_u	0.00151	6	6	12508	3965
kurmapurana_khanda-2_u	sivapurana_dharmasamhita	0.00151	6	5	3965	7078
bhagavatapurana_skandha-03_u	brahmapurana_pu	0.00151	3	3	1983	20147
garudapurana_khanda-2_u	mahabharata_03-aranyakaparvan	0.00150	5	6	4002	14972
kurmapurana_khanda-1_u	lingapurana_khanda-2_u	0.00149	4	5	4907	3353
lingapurana_khanda-2_u	mahabharata_12-santiparvan	0.00149	5	5	3353	17549
lingapurana_khanda-2_u	skandamahapurana_revakhanda	0.00149	4	5	3353	9473
skandapurana	visnudharma_pu	0.00148	9	7	14008	6061
bhavisyapurana	mahabharata_05-udyogaparvan	0.00148	13	10	39479	8791
mahabharata_14-asvamedhikaparvan	vayupurana_05_jyotis-and-purvardha-close_iast	0.00147	3	3	3764	2037
sivapurana_umasamhita	vayupurana_05_jyotis-and-purvardha-close_iast	0.00147	3	3	3946	2037
agnipurana_u	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	15548	686
bhagavatapurana_skandha-03_u	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	1983	686
brahmandapurana	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	18962	686
brahmandapurana_khanda-2_u	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	8444	686
devipurana	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	6526	686
garudapurana_khanda-1_u	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	11277	686
markandeyapurana_adhyaya-1-93_u	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	6627	686
nrsimhapurana_pu	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	5197	686
sivapurana_rudrasamhita	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	14705	686
sivapurana_vayaviyasamhita_au	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	5811	686
skandamahapurana_kasikhanda	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	18539	686
skandapurana_adhyaya-1-31_pu	skandapurana_pasupata_adhyaya174-183_u	0.00146	1	1	2282	686
skandapurana_pasupata_adhyaya174-183_u	vamanapurana_saromahatmya_u	0.00146	1	1	686	1672
skandapurana_pasupata_adhyaya174-183_u	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00146	1	1	686	2789
devibhagavatapurana	ramayana_01-balakanda	0.00146	4	4	28831	2746
ramayana_01-balakanda	ramayana_04-kiskindhakanda	0.00146	4	4	2746	2856
ramayana_01-balakanda	sivapurana_sanatkumarasamhita	0.00146	2	4	2746	4856
bhagavatapurana_skandha-09_u	vayupurana_revakhanda	0.00145	1	2	1376	10332
skandamahapurana_kasikhanda	vayupurana_01_frame-and-cosmogony_iast	0.00145	2	2	18539	1381
vamanapurana_u	vayupurana_01_frame-and-cosmogony_iast	0.00145	2	2	6598	1381
mahabharata_04-virataparvan	mahabharata_08-karnaparvan	0.00145	4	4	2768	5713
mahabharata_04-virataparvan	mahabharata_13-anusasanaparvan	0.00145	4	4	2768	9240
mahabharata_04-virataparvan	mahabharata_14-asvamedhikaparvan	0.00145	3	4	2768	3764
sivapurana_sanatkumarasamhita	vamanapurana_u	0.00144	7	7	4856	6598
brahmapurana_pu	kalikapurana	0.00144	18	18	20147	12508
mahabharata_07-dronaparvan	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00143	4	4	11774	2789
markandeyapurana_adhyaya-1-93_u	vayupurana_08_manu-candra-vishnu-vamsha_iast	0.00143	4	4	6627	2789
vayupurana_08_manu-candra-vishnu-vamsha_iast	vayupurana_revakhanda	0.00143	3	4	2789	10332
mahabharata_12-santiparvan	nilamatapurana_au	0.00143	3	2	17549	2100
nilamatapurana_au	nrsimhapurana_pu	0.00143	3	3	2100	5197
nilamatapurana_au	saurapurana	0.00143	2	3	2100	5067
nilamatapurana_au	sivapurana_umasamhita	0.00143	3	3	2100	3946
nilamatapurana_au	vamanapurana_u	0.00143	3	3	2100	6598
brahmandapurana_khanda-2_u	vayupurana_revakhanda	0.00142	10	12	8444	10332
mahabharata_09-salyaparvan	vayu_ba	0.00142	7	6	4933	9763
brahmandapurana_khanda-3_u	matsyapurana_adhyaya-1-176_pu	0.00141	9	9	6367	12151
kalikapurana	sivapurana_dharmasamhita	0.00141	10	7	12508	7078
sivapurana_dharmasamhita	skandapurana	0.00141	10	10	7078	14008
brahmandapurana_khanda-2_u	mahabharata_02-sabhaparvan	0.00141	5	5	8444	3548
mahabharata_02-sabhaparvan	mahabharata_09-salyaparvan	0.00141	5	5	3548	4933
mahabharata_02-sabhaparvan	sivapurana_dharmasamhita	0.00141	3	5	3548	7078
mahabharata_02-sabhaparvan	skandamahapurana_revakhanda	0.00141	4	5	3548	9473
